pair,matcher,param_num_disparities,param_block_size,param_p1,param_p2,param_uniqueness_ratio,param_mode_hh,mae,rmse,bad_0_5,bad_1_0,bad_3_0,density,evaluated,gt_valid,elapsed_ms
random-dot-640x480-d64-s0,opencv-sgbm,64,7,200,3200,5,True,0.23895191844762723,0.5889946205528098,0.0020418056024795453,0.0009437842443115884,0.0009254226831382111,0.9545288839035334,272308,285280,94.27829199999849
random-dot-640x480-d64-s0,opencv-sgbm,64,7,200,3200,10,False,0.3646554455071874,1.7049618469731367,0.008332506331161074,0.007461397376381553,0.007443019550331352,0.9536840998317443,272067,285280,70.8435830000056
random-dot-640x480-d64-s0,opencv-sgbm,64,7,200,3200,10,True,0.2402689044042274,0.6153582682825558,0.002049270635934952,0.0009842375097321992,0.0009842375097321992,0.954472798653954,272292,285280,84.65933300000472
random-dot-640x480-d64-s0,opencv-sgbm,64,7,200,3200,15,False,0.35396046368219397,1.643657020623897,0.007731712163922602,0.006866908566339636,0.006855868520413045,0.9525308468872686,271738,285280,71.69787499999813
random-dot-640x480-d64-s0,opencv-sgbm,64,7,200,3200,15,True,0.24232794768035928,0.6528319627017117,0.0020971290266897312,0.001076109990928356,0.001076109990928356,0.9544202187324734,272277,285280,104.65974999999617
random-dot-640x480-d64-s0,opencv-sgbm,64,7,392,800,5,False,0.2900511205428128,1.1939921005229919,0.004284968799841243,0.003557332588547447,0.003557332588547447,0.9538488502523836,272114,285280,106.50662500000152
random-dot-640x480-d64-s0,opencv-sgbm,64,7,392,800,5,True,0.2573529998570349,0.8588903755605898,0.0027049077905754544,0.0018816749847481423,0.001877999838293556,0.9537927650028043,272098,285280,97.71025000000577
random-dot-640x480-d64-s0,opencv-sgbm,64,7,392,800,10,False,0.2923263388120056,1.2137337271527755,0.0043961537330549595,0.0036720381098009234,0.0036720381098009234,0.9536455412226584,272056,285280,75.06362499999852
random-dot-640x480-d64-s0,opencv-sgbm,64,7,392,800,10,True,0.2578311103122513,0.8627747717453512,0.0027238340997562884,0.0019151384156181192,0.0019114625261447639,0.9535999719573752,272043,285280,102.2018330000023
random-dot-640x480-d64-s0,opencv-sgbm,64,7,392,800,15,False,0.29401322188534773,1.2267085926896133,0.004478039956763752,0.0037684654808561955,0.0037684654808561955,0.9534282108805384,271994,285280,72.66891700000144
random-dot-640x480-d64-s0,opencv-sgbm,64,7,392,800,15,True,0.2595905051329836,0.8863656035764429,0.002768840433159898,0.001985622621389568,0.001985622621389568,0.9532915030846887,271955,285280,94.03837500000378
random-dot-640x480-d64-s0,opencv-sgbm,64,7,392,1568,5,False,0.312190099015736,1.3664068708346084,0.005337673024363006,0.004768272254386223,0.004746230934258089,0.9542063937184521,272216,285280,71.37687499999856
random-dot-640x480-d64-s0,opencv-sgbm,64,7,392,1568,5,True,0.2506920319435186,0.7780703298669908,0.002321208203561145,0.0015682846565199507,0.0015682846565199507,0.9544026920919798,272272,285280,93.7852079999999
